geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Sox12,group2/group1,-3.28,0.388171289387994,Sox12,SOX15 SOX12 SOX20 SOX26 SOX27,SOX15
Sox13,group2/group1,0.0,1.0,Sox13,SOX13,SOX13
Sox14,group2/group1,0.0,1.0,Sox14,SOX14 SOX28,SOX14
Sox15,group2/group1,0.0,1.0,Sox15,SOX15 SOX12 SOX20 SOX26 SOX27,SOX15
Sox17,group2/group1,0.0,1.0,Sox17,SOX17,SOX17
Sox18,group2/group1,0.0,1.0,Sox18,SOX18,SOX18
Sox2,group2/group1,0.0,1.0,Sox2,SOX2,SOX2
Sox21,group2/group1,0.0,1.0,Sox21,SOX21 SOX25 SOXA,SOX21
Sox3,group2/group1,0.0,1.0,Sox3,SOX3,SOX3
Sox30,group2/group1,1.82,0.446761279037684,Sox30,SOX30,SOX30
Sox4,group2/group1,6.79,0.0908515062892848,Sox4,SOX4,SOX4
Sox5,group2/group1,0.0,1.0,Sox5,SOX5,SOX5
Sox6,group2/group1,0.0,1.0,Sox6,SOX6,SOX6
Sox7,group2/group1,0.0,1.0,Sox7,SOX7,SOX7
Sox8,group2/group1,0.0,1.0,Sox8,SOX8,SOX8
Sox9,group2/group1,7.56,0.00744403172551031,Sox9,SOX9,SOX9
Sp1,group2/group1,1.25,0.401039571878279,Sp1,SP1 TSFP1,SP1
Sp1,group2/group1,1.25,0.401039571878279,Sp1,DAND5 CER2 CKTSF1B3 GREM3 SP1,DAND5
Sp100,group2/group1,-0.24,0.585884882924636,Sp100,SP100,SP100
Sp110,group2/group1,-0.26,0.488088092499288,Sp110,SP110,SP110
Sp140,group2/group1,-0.39,0.301556053798792,Sp140,SP140 LYSP100,SP140
Sp2,group2/group1,-0.9,0.644877014668556,Sp2,SP2 KIAA0048,SP2
Sp3,group2/group1,-0.71,0.44818536650865,Sp3,SP3,SP3
Sp4,group2/group1,-2.4,0.450008016442545,Sp4,SP4,SP4
Sp5,group2/group1,0.0,1.0,Sp5,SP5,SP5
Sp6,group2/group1,0.0,1.0,Sp6,SP6 KLF14,SP6
Sp7,group2/group1,0.0,1.0,Sp7,SP7 OSX,SP7
Sp8,group2/group1,0.0,1.0,Sp8,SP8,SP8
Sp9,group2/group1,0.0,1.0,Sp9,SP9,SP9
Spa17,group2/group1,0.0,1.0,Spa17,SPA17 SP17,SPA17
Spaca1,group2/group1,0.0,1.0,Spaca1,SPACA1 SAMP32,SPACA1
Spaca3,group2/group1,0.0,1.0,Spaca3,SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862,SPACA3
Spaca4,group2/group1,0.0,1.0,Spaca4,SPACA4 SAMP14 UNQ3046/PRO9862,SPACA4
Spaca5,group2/group1,0.0,1.0,Spaca5,SPACA5 LYZL5 SPACA5A UNQ6288/PRO20753; SPACA5B,SPACA5
Spaca6,group2/group1,0.0,1.0,Spaca6,SPACA6 SPACA6P UNQ2487/PRO5774,SPACA6
Spaca7,group2/group1,0.0,1.0,Spaca7,SPACA7 C13orf28,SPACA7
Spag1,group2/group1,0.0,1.0,Spag1,SPAG1,SPAG1
Spag11a,group2/group1,0.0,1.0,Spag11a,SPAG11A BIN1B EP2 HE2,SPAG11A
Spag11b,group2/group1,0.0,1.0,Spag11b,SPAG11B EP2 HE2,SPAG11B
Spag16,group2/group1,0.0,1.0,Spag16,SPAG16 PF20,SPAG16
Spag17,group2/group1,0.0,1.0,Spag17,SPAG17,SPAG17
Spag4,group2/group1,3.45,0.37278349840295,Spag4,SPAG4 SUN4,SPAG4
Spag5,group2/group1,-7.02,0.119130618240749,Spag5,SPAG5,SPAG5
Spag6,group2/group1,0.0,1.0,Spag6,SPAG6 PF16,SPAG6
Spag7,group2/group1,0.04,0.928038688134621,Spag7,SPAG7,SPAG7
Spag8,group2/group1,0.0,1.0,Spag8,SPAG8,SPAG8
Spag9,group2/group1,-0.34,0.522234334612208,Spag9,SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6,SPAG9
Spam1,group2/group1,0.0,1.0,Spam1,SPAM1 HYAL3 PH20,SPAM1
Sparc,group2/group1,4.52,0.0323082033632057,Sparc,SPARC ON,SPARC
Sparcl1,group2/group1,0.0,1.0,Sparcl1,SPARCL1,SPARCL1
Spast,group2/group1,-2.55,0.302054693555592,Spast,SPAST ADPSP FSP2 KIAA1083 SPG4,SPAST
Spata1,group2/group1,0.0,1.0,Spata1,SPATA1,SPATA1
Spata13,group2/group1,-3.95,0.289741809383738,Spata13,SPATA13,SPATA13
Spata16,group2/group1,0.0,1.0,Spata16,SPATA16,SPATA16
Spata17,group2/group1,0.0,1.0,Spata17,SPATA17,SPATA17
Spata18,group2/group1,0.0,1.0,Spata18,SPATA18 MIEAP,SPATA18
Spata19,group2/group1,0.0,1.0,Spata19,SPATA19 SPERGEN1,SPATA19
Spata2,group2/group1,0.14,0.861923557697817,Spata2,SPATA2 KIAA0757 PD1,SPATA2
Spata20,group2/group1,0.0,1.0,Spata20,SPATA20,SPATA20
Spata21,group2/group1,0.0,1.0,Spata21,SPATA21,SPATA21
Spata22,group2/group1,0.0,1.0,Spata22,SPATA22,SPATA22
Spata24,group2/group1,-6.71,0.103112234365429,Spata24,SPATA24,SPATA24
Spata25,group2/group1,0.0,1.0,Spata25,SPATA25 C20orf165 TSG23,SPATA25
Spata2l,group2/group1,0.0,1.0,Spata2l,SPATA2L C16orf76,SPATA2L
Spata3,group2/group1,1.82,0.446761279037684,Spata3,SPATA3 TSARG1,SPATA3
Spata32,group2/group1,-3.51,0.311742053924686,Spata32,SPATA32 C17orf46 TEX34,SPATA32
Spata33,group2/group1,-4.6,0.262955932008369,Spata33,SPATA33 C16orf55,SPATA33
Spata4,group2/group1,0.0,1.0,Spata4,SPATA4 TSARG2,SPATA4
Spata45,group2/group1,0.0,1.0,Spata45,SPATA45 C1orf227 HSD-44 HSD44,SPATA45
Spata5,group2/group1,-0.3,0.861797990599456,Spata5,SPATA5 AFG2 SPAF,SPATA5
Spata5l1,group2/group1,0.16,0.955119704601375,Spata5l1,SPATA5L1,SPATA5L1
Spata6,group2/group1,-0.48,0.706534036528898,Spata6,SPATA6,SPATA6
Spata7,group2/group1,-3.79,0.29692264411163,Spata7,SPATA7 HSD3,SPATA7
Spata9,group2/group1,0.0,1.0,Spata9,SPATA9,SPATA9
Spatc1,group2/group1,0.0,1.0,Spatc1,SPATC1 SPATA15 SPRN,SPATC1
Spatc1l,group2/group1,0.0,1.0,Spatc1l,SPATC1L C21orf56,SPATC1L
Spats1,group2/group1,0.0,1.0,Spats1,SPATS1,SPATS1
Spats2,group2/group1,0.0,1.0,Spats2,SPATS2 SCR59 SPATA10 Nbla00526,SPATS2
Spats2l,group2/group1,0.0,1.0,Spats2l,SPATS2L DNAPTP6 SP1224,SPATS2L
Spc24,group2/group1,-5.63,0.002723342905752,Spc24,SPC24 SPBC24,SPC24
Spc25,group2/group1,-8.34,0.00359278324796684,Spc25,SPCS2 KIAA0102 SPC25,SPCS2
Spc25,group2/group1,-8.34,0.00359278324796684,Spc25,SPC25 SPBC25 AD024,SPC25
Spcs1,group2/group1,-0.28,0.435055088980901,Spcs1,SPCS1 SPC12 HSPC033,SPCS1
Spcs2,group2/group1,-0.41,0.23126977713175,Spcs2,SPCS2 KIAA0102 SPC25,SPCS2
Spcs3,group2/group1,-0.46,0.357806328788129,Spcs3,SPCS3 SPC22 UNQ1841/PRO3567,SPCS3
Spdef,group2/group1,0.0,1.0,Spdef,SPDEF PDEF PSE,SPDEF
Spdl1,group2/group1,1.22,0.707915200090483,Spdl1,SPDL1 CCDC99,SPDL1
Spdya,group2/group1,0.0,1.0,Spdya,SPDYA SPDY1 SPY1,SPDYA
Specc1,group2/group1,0.74,0.334249379526223,Specc1,SPECC1 CYTSB NSP5,SPECC1
Specc1l,group2/group1,0.78,0.394026495385099,Specc1l,SPECC1L CYTSA KIAA0376,SPECC1L
Spef1,group2/group1,0.0,1.0,Spef1,SPEF1 C20orf28,SPEF1
Spef2,group2/group1,0.0,1.0,Spef2,SPEF2 KIAA1770 KPL2,SPEF2
Speg,group2/group1,1.6,0.470266616207568,Speg,SPEG APEG1 KIAA1297,SPEG
Spem1,group2/group1,0.0,1.0,Spem1,SPEM1 C17orf83,SPEM1
Spen,group2/group1,0.65,0.725341677882494,Spen,SPEN KIAA0929 MINT SHARP,SPEN
Spert,group2/group1,0.0,1.0,Spert,CBY2 SPERT,CBY2
Spesp1,group2/group1,0.0,1.0,Spesp1,SPESP1 UNQ732/PRO1418,SPESP1
Spg11,group2/group1,-3.0,0.202960044193496,Spg11,SPG11 KIAA1840,SPG11
Spg20,group2/group1,1.94,0.345674365989052,Spg20,SPART KIAA0610 SPG20 TAHCCP1,SPART
Spg21,group2/group1,-0.04,0.919141000522081,Spg21,SPG21 ACP33 BM-019 GL010,SPG21
Spg7,group2/group1,0.23,0.886973598077015,Spg7,SPG7 CAR CMAR PGN,SPG7
Sphk1,group2/group1,2.18,0.277583968501046,Sphk1,SPHK1 SK1 SPHK SPK,SPHK1
Sphk2,group2/group1,0.44,0.625450409304927,Sphk2,SPHK2 SK2,SPHK2
Sphkap,group2/group1,0.0,1.0,Sphkap,SPHKAP KIAA1678 SKIP,SPHKAP
Spi1,group2/group1,-0.04,0.90075873386988,Spi1,SPI1,SPI1
Spib,group2/group1,0.0,1.0,Spib,SPIB,SPIB
Spic,group2/group1,0.0,1.0,Spic,SPIC,SPIC
Spice1,group2/group1,-0.11,0.964137460895336,Spice1,SPICE1 CCDC52 SPICE,SPICE1
Spidr,group2/group1,0.56,0.829865772543088,Spidr,SPIDR KIAA0146,SPIDR
Spin1,group2/group1,-4.84,0.0543819861602944,Spin1,SPNS1 SPIN1 PP20300,SPNS1
Spin1,group2/group1,-4.84,0.0543819861602944,Spin1,SPIN1 OCR SPIN,SPIN1
Spin4,group2/group1,0.0,1.0,Spin4,SPIN4,SPIN4
Spink13,group2/group1,0.0,1.0,Spink13,SPINK13 HBVDNAPTP1 SPINK5L3,SPINK13
Spink14,group2/group1,0.0,1.0,Spink14,SPINK14 SPINK5L2,SPINK14
Spink2,group2/group1,-5.83,0.209615431188794,Spink2,SPINK2,SPINK2
Spink4,group2/group1,0.0,1.0,Spink4,SPINK4,SPINK4
Spink5,group2/group1,0.0,1.0,Spink5,SPINK5,SPINK5
Spink6,group2/group1,0.0,1.0,Spink6,SPINK6 UNQ844/PRO1782,SPINK6
Spink7,group2/group1,0.0,1.0,Spink7,SPINK7 ECG2 UNQ745/PRO1474,SPINK7
Spink8,group2/group1,0.0,1.0,Spink8,SPINK8,SPINK8
Spint1,group2/group1,0.78,0.15344818445333,Spint1,SPINT1 HAI1 UNQ223/PRO256,SPINT1
Spint2,group2/group1,0.57,0.240859968939414,Spint2,SPINT2 HAI2 KOP,SPINT2
Spint3,group2/group1,0.0,1.0,Spint3,SPINT3,SPINT3
Spint4,group2/group1,0.0,1.0,Spint4,SPINT4 C20orf137,SPINT4
Spire1,group2/group1,-4.5,0.261087171872035,Spire1,SPIRE1 KIAA1135 SPIR1,SPIRE1
Spire2,group2/group1,0.0,1.0,Spire2,SPIRE2 KIAA1832 SPIR2,SPIRE2
Spn,group2/group1,1.78,0.584946544005821,Spn,DEAF1 SPN ZMYND5,DEAF1
Spn,group2/group1,1.78,0.584946544005821,Spn,SPN CD43,SPN
Spns1,group2/group1,-0.02,0.993409896444713,Spns1,SPNS1 SPIN1 PP20300,SPNS1
Spns2,group2/group1,0.0,1.0,Spns2,SPNS2,SPNS2
Spns3,group2/group1,-5.91,0.184025568470047,Spns3,SPNS3,SPNS3
Spo11,group2/group1,0.0,1.0,Spo11,SPO11,SPO11
Spock1,group2/group1,0.0,1.0,Spock1,SPOCK1 SPOCK TIC1 TICN1,SPOCK1
Spock2,group2/group1,0.0,1.0,Spock2,SPOCK2 KIAA0275 TICN2 UNQ269/PRO306,SPOCK2
Spock3,group2/group1,0.0,1.0,Spock3,SPOCK3 TICN3 UNQ409/PRO771,SPOCK3
Spon1,group2/group1,0.49,0.813476598572916,Spon1,SPON1 KIAA0762 VSGP,SPON1
Spon2,group2/group1,0.0,1.0,Spon2,SPON2 DIL1 UNQ435/PRO866,SPON2
Spop,group2/group1,0.38,0.291407138222023,Spop,SPOP,SPOP
Spopl,group2/group1,-1.53,0.507349087703066,Spopl,SPOPL,SPOPL
Spp1,group2/group1,-0.68,0.287555424021534,Spp1,SPP1 BNSP OPN PSEC0156,SPP1
Spp1,group2/group1,-0.68,0.287555424021534,Spp1,SGPP1 SPP1,SGPP1
Spp2,group2/group1,0.0,1.0,Spp2,SPP2 SPP24,SPP2
Sppl2a,group2/group1,0.6,0.109989555495478,Sppl2a,SPPL2A IMP3 PSL2 PSEC0147,SPPL2A
Sppl2b,group2/group1,0.0,0.999974923465361,Sppl2b,SPPL2B IMP4 KIAA1532 PSL1,SPPL2B
Sppl2c,group2/group1,0.0,1.0,Sppl2c,SPPL2C IMP5,SPPL2C
Sppl3,group2/group1,1.59,0.555871571461753,Sppl3,SPPL3 IMP2 PSL4,SPPL3
Spr,group2/group1,1.24,0.114894518126502,Spr,SPR,SPR
Spred1,group2/group1,2.14,0.433739296073588,Spred1,SPRED1,SPRED1
Spred2,group2/group1,1.2,0.705436678680615,Spred2,SPRED2,SPRED2
Spred3,group2/group1,0.0,1.0,Spred3,SPRED3 EVE-3,SPRED3
Sprn,group2/group1,0.0,1.0,Sprn,SPRN SHO,SPRN
Sprn,group2/group1,0.0,1.0,Sprn,SPATC1 SPATA15 SPRN,SPATC1
Sprr1a,group2/group1,6.45,0.156767918827615,Sprr1a,SPRR1A,SPRR1A
Sprr1b,group2/group1,0.0,1.0,Sprr1b,SPRR1B,SPRR1B
Sprr2b,group2/group1,0.0,1.0,Sprr2b,SPRR2B,SPRR2B
Sprr2d,group2/group1,0.0,1.0,Sprr2d,SPRR2D,SPRR2D
Sprr2e,group2/group1,0.0,1.0,Sprr2e,SPRR2E,SPRR2E
Sprr2f,group2/group1,0.0,1.0,Sprr2f,SPRR2F,SPRR2F
Sprr2g,group2/group1,0.0,1.0,Sprr2g,SPRR2G,SPRR2G
Sprr3,group2/group1,0.0,1.0,Sprr3,SPRR3 SPRC,SPRR3
Sprr4,group2/group1,0.0,1.0,Sprr4,SPRR4,SPRR4
Sprtn,group2/group1,-2.47,0.390427157495937,Sprtn,SPRTN C1orf124 DVC1 UNQ1880/PRO4323,SPRTN
Spry1,group2/group1,0.0,1.0,Spry1,SPRY1,SPRY1
Spry2,group2/group1,5.91,0.194195204510216,Spry2,SPRY2,SPRY2
Spry3,group2/group1,0.0,1.0,Spry3,SPRY3,SPRY3
Spry4,group2/group1,0.0,1.0,Spry4,SPRY4,SPRY4
Spryd3,group2/group1,0.41,0.541205124533729,Spryd3,SPRYD3,SPRYD3
Spryd4,group2/group1,0.89,0.531578469096631,Spryd4,SPRYD4,SPRYD4
Spryd7,group2/group1,-3.33,0.22710266150649,Spryd7,SPRYD7 C13orf1 CLLD6,SPRYD7
Spsb1,group2/group1,0.49,0.812838174146073,Spsb1,SPSB1 SSB1,SPSB1
Spsb2,group2/group1,0.43,0.856126933693202,Spsb2,SPSB2 GRCC9 SSB2,SPSB2
Spsb3,group2/group1,0.17,0.861668136933506,Spsb3,SPSB3 C16orf31 SSB3,SPSB3
Spsb4,group2/group1,1.82,0.446761279037684,Spsb4,SPSB4 SSB4,SPSB4
Spta1,group2/group1,0.0,1.0,Spta1,SPTA1 SPTA,SPTA1
Sptan1,group2/group1,-1.21,0.452241196862242,Sptan1,SPTAN1 NEAS SPTA2,SPTAN1
Sptb,group2/group1,-2.11,0.429431972688406,Sptb,SPTB SPTB1,SPTB
Sptbn1,group2/group1,-1.13,0.118332216491086,Sptbn1,SPTBN1 SPTB2,SPTBN1
Sptbn2,group2/group1,2.17,0.396816944435208,Sptbn2,SPTBN2 KIAA0302 SCA5,SPTBN2
Sptbn4,group2/group1,-1.53,0.507349087703066,Sptbn4,SPTBN4 KIAA1642 SPTBN3,SPTBN4
Sptlc1,group2/group1,-0.24,0.715236615976581,Sptlc1,SPTLC1 LCB1,SPTLC1
Sptlc2,group2/group1,0.73,0.105174457766278,Sptlc2,SPTLC2 KIAA0526 LCB2,SPTLC2
Sptlc3,group2/group1,0.0,1.0,Sptlc3,SPTLC3 C20orf38 SPTLC2L,SPTLC3
Sptssa,group2/group1,0.04,0.929761995812622,Sptssa,SPTSSA C14orf147 SSSPTA,SPTSSA
Sptssb,group2/group1,0.0,1.0,Sptssb,SPTSSB ADMP C3orf57 SSSPTB,SPTSSB
Spty2d1,group2/group1,0.2,0.739439571598821,Spty2d1,SPTY2D1,SPTY2D1
Spz1,group2/group1,0.0,1.0,Spz1,SPZ1 TSP1,SPZ1
Sqle,group2/group1,2.18,0.0320462106009563,Sqle,SQLE ERG1,SQLE
Sqrdl,group2/group1,7.73,0.0582802151544688,Sqrdl,SQOR SQRDL CGI-44,SQOR
Sqstm1,group2/group1,1.12,0.0101811033194731,Sqstm1,SQSTM1 ORCA OSIL,SQSTM1
Sra1,group2/group1,-0.03,0.9301965052409,Sra1,SCAF1 SFRS19 SRA1,SCAF1
Sra1,group2/group1,-0.03,0.9301965052409,Sra1,SRA1 PP7684,SRA1
Srbd1,group2/group1,1.27,0.361336662032228,Srbd1,SRBD1,SRBD1
Src,group2/group1,0.34,0.905693045758977,Src,SRC SRC1,SRC
Srcap,group2/group1,0.35,0.843076391883405,Srcap,SRCAP KIAA0309,SRCAP
Srcin1,group2/group1,0.0,1.0,Srcin1,SRCIN1 KIAA1684 P140 SNIP,SRCIN1
Srd5a1,group2/group1,1.24,0.69604629459107,Srd5a1,SRD5A1,SRD5A1
Srd5a2,group2/group1,0.0,1.0,Srd5a2,SRD5A2,SRD5A2
Srd5a3,group2/group1,1.05,0.259905060737061,Srd5a3,SRD5A3 SRD5A2L,SRD5A3
Srebf1,group2/group1,-0.25,0.798872378743438,Srebf1,SREBF1 BHLHD1 SREBP1,SREBF1
Srebf2,group2/group1,0.23,0.612076159816388,Srebf2,SREBF2 BHLHD2 SREBP2,SREBF2
Srek1,group2/group1,-0.07,0.960536610177361,Srek1,SREK1 SFRS12 SRRP86,SREK1
Srek1ip1,group2/group1,-1.8,0.498191109784465,Srek1ip1,SREK1IP1 P18SRP SFRS12IP1,SREK1IP1
Srf,group2/group1,-7.21,0.0594376706245577,Srf,SRF,SRF
Srfbp1,group2/group1,-0.99,0.60923682928999,Srfbp1,SRFBP1,SRFBP1
Srgap1,group2/group1,0.0,1.0,Srgap1,SRGAP1 ARHGAP13 KIAA1304,SRGAP1
Srgap2,group2/group1,0.21,0.942297157259183,Srgap2,SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2,SRGAP3
Srgap2,group2/group1,0.21,0.942297157259183,Srgap2,SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A,SRGAP2
Srgap3,group2/group1,-7.2,0.0655691454489382,Srgap3,SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2,SRGAP3
Srgn,group2/group1,-0.17,0.5866143067747,Srgn,SRGN PRG PRG1,SRGN
Sri,group2/group1,0.02,0.947949171671278,Sri,SRI,SRI
Srl,group2/group1,0.0,1.0,Srl,SRL,SRL
Srm,group2/group1,1.61,0.183823718718857,Srm,SRM SPS1 SRML1,SRM
Srms,group2/group1,0.0,1.0,Srms,SRMS C20orf148,SRMS
Srp14,group2/group1,-0.39,0.355439179386343,Srp14,SRP14,SRP14
Srp19,group2/group1,-0.73,0.226257030879137,Srp19,SRP19,SRP19
Srp68,group2/group1,0.21,0.876580289934811,Srp68,SRP68,SRP68
Srp72,group2/group1,-0.4,0.309647672666741,Srp72,SRP72,SRP72
Srp9,group2/group1,-0.72,0.0965261318710697,Srp9,SRP9,SRP9
Srpk1,group2/group1,-0.31,0.740533456097903,Srpk1,SRPK1,SRPK1
Srpk2,group2/group1,-3.59,0.201704499220659,Srpk2,SRPK2,SRPK2
Srpk3,group2/group1,0.0,1.0,Srpk3,SRPK3 MSSK1 STK23,SRPK3
Srpr,group2/group1,0.02,0.963345303742275,Srpr,SRPRA SRPR,SRPRA
Srprb,group2/group1,-0.01,0.98774704939208,Srprb,SRPRB PSEC0230,SRPRB
Srpx,group2/group1,0.0,1.0,Srpx,SRPX ETX1,SRPX
Srpx2,group2/group1,0.0,1.0,Srpx2,SRPX2 SRPUL,SRPX2
Srr,group2/group1,0.0,1.0,Srr,SRR,SRR
Srrd,group2/group1,-0.24,0.878686587324705,Srrd,SRRD SRR1L,SRRD
Srrm1,group2/group1,0.11,0.806159663840332,Srrm1,SRRM1 SRM160,SRRM1
Srrm2,group2/group1,0.2,0.726321303022717,Srrm2,SRRM2 KIAA0324 SRL300 SRM300 HSPC075,SRRM2
Srrm3,group2/group1,0.0,1.0,Srrm3,SRRM3,SRRM3
Srrm4,group2/group1,0.0,1.0,Srrm4,SRRM4 KIAA1853,SRRM4
Srrt,group2/group1,0.7,0.356423417356801,Srrt,SRRT ARS2 ASR2,SRRT
Srsf1,group2/group1,0.04,0.954701722300271,Srsf1,SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,SRSF1
Srsf1,group2/group1,0.04,0.954701722300271,Srsf1,SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,SRSF1
Srsf10,group2/group1,-0.34,0.512131553410099,Srsf10,SRSF10 FUSIP1 FUSIP2 SFRS13A TASR,SRSF10
Srsf11,group2/group1,0.16,0.718971141602129,Srsf11,SRSF11 SFRS11,SRSF11
Srsf12,group2/group1,0.0,1.0,Srsf12,SRSF12 SFRS13B SFRS19 SRRP35,SRSF12
Srsf2,group2/group1,0.1,0.859008437839666,Srsf2,SRSF2 SFRS2,SRSF2
Srsf3,group2/group1,-0.36,0.24319243176641,Srsf3,SRSF3 SFRS3 SRP20,SRSF3
Srsf4,group2/group1,-0.82,0.74741623444982,Srsf4,SRSF4 SFRS4 SRP75,SRSF4
Srsf5,group2/group1,-0.36,0.287291183226588,Srsf5,SRSF5 HRS SFRS5 SRP40,SRSF5
Srsf6,group2/group1,-0.13,0.739452021785063,Srsf6,SRSF6 SFRS6 SRP55,SRSF6
Srsf7,group2/group1,-0.41,0.248091342452353,Srsf7,SRSF7 SFRS7,SRSF7
Srsf9,group2/group1,-1.2,0.380928557676101,Srsf9,SRSF9 SFRS9 SRP30C,SRSF9
Srxn1,group2/group1,-0.33,0.808751520171627,Srxn1,SRXN1 C20orf139 SRX SRX1,SRXN1
Sry,group2/group1,0.0,1.0,Sry,SRY TDF,SRY
Ss18,group2/group1,-0.12,0.934405106640721,Ss18,SS18 SSXT SYT,SS18
Ss18l1,group2/group1,5.38,0.22303234328077,Ss18l1,SS18L1 CREST KIAA0693,SS18L1
Ssb,group2/group1,-0.49,0.193148052748661,Ssb,SSB,SSB
Ssbp1,group2/group1,0.52,0.480264537349232,Ssbp1,SSBP1 SSBP,SSBP1
Ssbp2,group2/group1,-0.72,0.620160189892139,Ssbp2,SSBP2 SSDP2,SSBP2
Ssbp3,group2/group1,-1.81,0.4275732536983,Ssbp3,SSBP3 SSDP SSDP1,SSBP3
Ssbp4,group2/group1,-0.86,0.283998717797079,Ssbp4,SSBP4,SSBP4
Ssc4d,group2/group1,-5.92,0.204100350344458,Ssc4d,SSC4D SRCRB4D,SSC4D
Ssc5d,group2/group1,1.6,0.470266616207568,Ssc5d,SSC5D,SSC5D
Ssfa2,group2/group1,0.39,0.662326744381374,Ssfa2,ITPRID2 CS1 KIAA1927 KRAP SSFA2,ITPRID2
Ssh1,group2/group1,0.45,0.876962509626162,Ssh1,SSH1 KIAA1298 SSH1L,SSH1
Ssh2,group2/group1,0.08,0.955231061150905,Ssh2,SSH2 KIAA1725 SSH2L,SSH2
Ssh3,group2/group1,1.67,0.408244825105054,Ssh3,SSH3 SSH3L,SSH3
Ssmem1,group2/group1,0.0,1.0,Ssmem1,SSMEM1 C7orf45,SSMEM1
Ssna1,group2/group1,-0.18,0.719121151038906,Ssna1,SSNA1 NA14,SSNA1
Sspn,group2/group1,7.65,0.0618225813062953,Sspn,SSPN KRAG,SSPN
Sspo,group2/group1,0.0,1.0,Sspo,SSPOP KIAA2036 SSPO,SSPOP
Ssr1,group2/group1,-0.64,0.219286087574762,Ssr1,SSR1 TRAPA PSEC0262,SSR1
Ssr2,group2/group1,0.02,0.96491687101729,Ssr2,SSR2 TRAPB HSD25,SSR2
Ssr3,group2/group1,0.17,0.747626488700344,Ssr3,SSR3 TRAPG,SSR3
Ssr4,group2/group1,-0.69,0.0864198437501937,Ssr4,SSR4 TRAPD,SSR4
Ssrp1,group2/group1,-0.3,0.68852426264493,Ssrp1,SSRP1 FACT80,SSRP1
Sssca1,group2/group1,0.71,0.500958125106897,Sssca1,ZNRD2 SSSCA1,ZNRD2
Sst,group2/group1,0.0,1.0,Sst,SST,SST
Sstr1,group2/group1,0.0,1.0,Sstr1,SSTR1,SSTR1
Sstr2,group2/group1,-4.88,0.252260025870212,Sstr2,SSTR2,SSTR2
Sstr3,group2/group1,0.0,1.0,Sstr3,SSTR3,SSTR3
Sstr4,group2/group1,-3.8,0.296609066475927,Sstr4,SSTR4,SSTR4
Sstr5,group2/group1,0.0,1.0,Sstr5,SSTR5,SSTR5
Ssu72,group2/group1,-0.51,0.194482702852266,Ssu72,SSU72 HSPC182 PNAS-120,SSU72
Ssx2ip,group2/group1,-2.98,0.376976280088865,Ssx2ip,SSX2IP KIAA0923,SSX2IP
Ssx9,group2/group1,0.0,1.0,Ssx9,SSX9P SSX9,SSX9P
St13,group2/group1,0.44,0.444671522215548,St13,ST13 AAG2 FAM10A1 HIP SNC6,ST13
St14,group2/group1,-6.9,0.106252940121554,St14,ST14 PRSS14 SNC19 TADG15,ST14
St18,group2/group1,0.0,1.0,St18,ST18 KIAA0535 ZNF387,ST18
St3gal1,group2/group1,-0.16,0.871237781033451,St3gal1,ST3GAL1 SIAT4 SIAT4A,ST3GAL1
St3gal2,group2/group1,2.3,0.316402659831406,St3gal2,ST3GAL2 SIAT4B,ST3GAL2
St3gal3,group2/group1,-1.84,0.469917475180673,St3gal3,ST3GAL3 SIAT6,ST3GAL3
St3gal4,group2/group1,-0.3,0.463384737786189,St3gal4,ST3GAL4 CGS23 NANTA3 SIAT4C STZ,ST3GAL4
St3gal5,group2/group1,-1.41,0.0366873221405445,St3gal5,ST3GAL5 SIAT9 UNQ2510/PRO5998,ST3GAL5
St3gal6,group2/group1,-6.24,0.182300097047093,St3gal6,ST3GAL6 SIAT10,ST3GAL6
St5,group2/group1,-4.88,0.252260025870212,St5,DENND2B HTS1 ST5,DENND2B
St6gal1,group2/group1,1.07,0.446666688254531,St6gal1,ST6GAL1 SIAT1,ST6GAL1
St6gal2,group2/group1,0.0,1.0,St6gal2,ST6GAL2 KIAA1877 SIAT2,ST6GAL2
St6gal2,group2/group1,0.0,1.0,St6gal2,ST6GAL2 KIAA1877 SIAT2,ST6GAL2
St6galnac1,group2/group1,0.0,1.0,St6galnac1,ST6GALNAC1 SIAT7A UNQ543/PRO848,ST6GALNAC1
St6galnac2,group2/group1,0.0,1.0,St6galnac2,ST6GALNAC2 SIAT7B SIATL1 STHM,ST6GALNAC2
St6galnac3,group2/group1,0.0,1.0,St6galnac3,ST6GALNAC3 SIAT7C UNQ2787/PRO7177,ST6GALNAC3
St6galnac4,group2/group1,0.31,0.794857891356247,St6galnac4,ST6GALNAC4 SIAT3C SIAT7D,ST6GALNAC4
St6galnac5,group2/group1,0.0,1.0,St6galnac5,ST6GALNAC5 SIAT7E,ST6GALNAC5
